id,created_at,created_by,invite_code,max_uses,used_count,expires_at,invite_type,message,is_active
6d36574a-09be-40d4-a51e-d89d34403a5b,2025-07-29 10:41:38.751362+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,1b092ddc-c5b,1,0,2025-07-30 10:41:38.751362+00,teacher_to_student,,t
a40c727c-d008-49c0-a2a5-a5198ae7b68c,2025-07-29 10:44:40.522751+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,71b1e793-6bd,1,0,2025-07-30 10:44:40.522751+00,teacher_to_student,,t
a2ba0968-1b7b-4e27-8ab0-cc2a607e54a7,2025-07-29 10:44:40.580201+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,0191d37d-f9c,1,0,2025-07-30 10:44:40.580201+00,teacher_to_student,,t
d347d424-5c74-4a31-9b53-3f7b0a4e3f1c,2025-07-29 10:44:58.480145+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,62acd616-c83,1,0,2025-07-30 10:44:58.480145+00,teacher_to_student,,t
f7e97306-55fa-43be-a3a0-9f04f38d5a32,2025-07-29 10:46:20.030904+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,470b8c83-f6f,1,0,2025-07-30 10:46:20.030904+00,teacher_to_student,,t
4d5480a7-ea7e-4a74-8fbf-bb78298f0636,2025-07-29 10:46:31.04824+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,18948435-5bf,1,0,2025-07-30 10:46:31.04824+00,teacher_to_student,,t
65d13d4c-1ced-4d78-b9da-7586b55c7399,2025-07-29 10:48:30.350227+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,de7680d9-a2c,1,0,2025-07-30 10:48:30.350227+00,teacher_to_student,,t
803372af-a7a1-4e07-b683-a319d66b2bd7,2025-07-29 10:48:30.356692+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,31d057e9-4e3,1,0,2025-07-30 10:48:30.356692+00,teacher_to_student,,t
2051ed1a-378b-4f88-94e5-5d9d43294890,2025-07-29 13:48:26.191698+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,1e5dd0a4-581,1,0,2025-07-30 13:48:26.191698+00,teacher_to_student,,t
c2b8bc18-402d-47e1-9645-eff46451a7ce,2025-07-30 07:46:26.565525+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,09d32710-dd7,1,0,2025-07-31 07:46:26.565525+00,teacher_to_student,,t
628cfa8b-0cd7-485c-bf04-beefeb55e6ff,2025-07-30 08:28:14.870278+00,3c563dbe-f980-4f86-98c6-7a41c60f7699,a6ce3d9d-4a1,1,0,2025-07-31 08:28:14.870278+00,student_to_teacher,,t
36caae49-8e0b-4f8f-8da0-12c2556bfe6e,2025-07-30 10:25:53.649688+00,3c563dbe-f980-4f86-98c6-7a41c60f7699,77441e08-268,1,0,2025-07-31 10:25:53.649688+00,student_to_teacher,,t
2ba09856-a7b2-4451-a5d8-d79feb80781c,2025-07-30 12:08:27.967862+00,3c563dbe-f980-4f86-98c6-7a41c60f7699,e5acdcf3-3b3,1,0,2025-07-31 12:08:27.967862+00,student_to_teacher,,t
41794cae-47e5-4546-bbd9-659316718a96,2025-07-30 20:22:29.057677+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,79f5fac7-25f,1,0,2025-07-31 20:22:29.057677+00,teacher_to_student,,t
6e583ecd-f22b-48a8-9d78-57a6f56a7c7f,2025-07-30 20:26:37.470424+00,3c563dbe-f980-4f86-98c6-7a41c60f7699,1b324ca0-639,1,0,2025-07-31 20:26:37.470424+00,student_to_teacher,,t
a8afa787-18cc-4c29-8f76-5ed63db087db,2025-07-30 20:31:53.594178+00,3c563dbe-f980-4f86-98c6-7a41c60f7699,5d51ab15-3b7,1,0,2025-07-31 20:31:53.594178+00,student_to_teacher,,t
593f6e78-aae0-4d36-b401-4f4044f9c0c9,2025-07-30 20:32:39.65821+00,3c563dbe-f980-4f86-98c6-7a41c60f7699,844401a2-f00,1,0,2025-07-31 20:32:39.65821+00,student_to_teacher,,t
efe9aee9-bbe9-4a66-9961-e0afedd21519,2025-07-31 06:54:34.72281+00,3c563dbe-f980-4f86-98c6-7a41c60f7699,db6547c1-03d,1,0,2025-08-01 06:54:34.72281+00,student_to_teacher,,t
efb801dc-6f85-457e-8a0a-b48f82cfc4df,2025-07-31 07:06:10.955493+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,554aa328-c1f,1,0,2025-08-01 07:06:10.955493+00,teacher_to_student,,t
2c01db77-3bd5-4777-985e-b4ecfc7421c0,2025-07-31 07:12:07.43193+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,d7d06660-8c6,1,0,2025-08-01 07:12:07.43193+00,teacher_to_student,,t
735d4472-715a-4874-b2df-f4e8ce9ba8cf,2025-07-31 07:15:48.93327+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,55632ce3-3a0,1,0,2025-08-01 07:15:48.93327+00,teacher_to_student,,f
521a0cbb-986d-4067-bb6e-359c1262c165,2025-07-31 07:23:57.059725+00,8b8fd42a-aa5b-42b1-83ba-523e9f134d14,d826c9ff-772,1,0,2025-08-01 07:23:57.059725+00,teacher_to_student,,f
